"Gene_name" "P_values" "Adjusted_value" "is_significant"
"12628" "STK24" 4.227404e-05 7.91126430158196e-05 TRUE
"2978" "YIPF1" 4.240924e-05 7.93478545372967e-05 TRUE
"15992" "TMEM220" 4.240924e-05 7.93478545372967e-05 TRUE
"7219" "RYK" 4.284506e-05 8.01542845222073e-05 TRUE
"587" "RBM12" 4.297364e-05 8.03268539220081e-05 TRUE
"5863" "ASAH2B" 4.297364e-05 8.03268539220081e-05 TRUE
"6207" "TMEM205" 4.297364e-05 8.03268539220081e-05 TRUE
"6509" "IFNLR1" 4.297364e-05 8.03268539220081e-05 TRUE
"9191" "USP14" 4.297583e-05 8.03268539220081e-05 TRUE
"10675" "FBXL12" 4.296774e-05 8.03268539220081e-05 TRUE
"11939" "BCL7C" 4.297187e-05 8.03268539220081e-05 TRUE
"12748" "PDLIM4" 4.297364e-05 8.03268539220081e-05 TRUE
"12754" "IER3IP1" 4.401681e-05 8.22633491092437e-05 TRUE
"2637" "PRDX6" 4.412025e-05 8.23643838836038e-05 TRUE
"3475" "GPX3" 4.412025e-05 8.23643838836038e-05 TRUE
"5263" "ZNF837" 4.412025e-05 8.23643838836038e-05 TRUE
"5749" "TDRD9" 4.412025e-05 8.23643838836038e-05 TRUE
"9132" "BCHE" 4.412025e-05 8.23643838836038e-05 TRUE
"9398" "FUBP3" 4.412025e-05 8.23643838836038e-05 TRUE
"11050" "ALDH3A1" 4.412025e-05 8.23643838836038e-05 TRUE
"13338" "MARCH6" 4.412025e-05 8.23643838836038e-05 TRUE
"13568" "ADRBK2" 4.411844e-05 8.23643838836038e-05 TRUE
"15418" "CSNK1A1" 4.411844e-05 8.23643838836038e-05 TRUE
"5524" "TRPC3" 4.461464e-05 8.32593639740434e-05 TRUE
"15060" "EMC10" 4.461464e-05 8.32593639740434e-05 TRUE
"16565" "ANKRD27" 4.461464e-05 8.32593639740434e-05 TRUE
"12396" "PCDHA1" 4.521242e-05 8.43654956482828e-05 TRUE
"1375" "NCDN" 4.529584e-05 8.44078439503966e-05 TRUE
"1737" "SERPINE2" 4.529584e-05 8.44078439503966e-05 TRUE
"3348" "SCARA3" 4.529584e-05 8.44078439503966e-05 TRUE
"4117" "SGPL1" 4.529584e-05 8.44078439503966e-05 TRUE
"4187" "JMJD1C" 4.529584e-05 8.44078439503966e-05 TRUE
"5662" "FAM76B" 4.529584e-05 8.44078439503966e-05 TRUE
"6495" "IL1R1" 4.529584e-05 8.44078439503966e-05 TRUE
"7230" "NEIL1" 4.529213e-05 8.44078439503966e-05 TRUE
"8130" "SPATA24" 4.529584e-05 8.44078439503966e-05 TRUE
"9501" "LIN7B" 4.529398e-05 8.44078439503966e-05 TRUE
"11216" "TANGO6" 4.529584e-05 8.44078439503966e-05 TRUE
"13522" "RNASEH2B" 4.529584e-05 8.44078439503966e-05 TRUE
"856" "ASRGL1" 4.582955e-05 8.53737875809694e-05 TRUE
"3547" "SPATA6" 4.582955e-05 8.53737875809694e-05 TRUE
"10317" "C2orf50" 4.582759e-05 8.53737875809694e-05 TRUE
"8043" "MTRNR2L8" 4.589667e-05 8.54892747738693e-05 TRUE
"2181" "ARHGEF15" 4.650109e-05 8.6557100903917e-05 TRUE
"3512" "SLC25A23" 4.64954e-05 8.6557100903917e-05 TRUE
"6145" "FOXC2" 4.650109e-05 8.6557100903917e-05 TRUE
"9769" "HNRNPH3" 4.650109e-05 8.6557100903917e-05 TRUE
"13484" "IL7R" 4.650109e-05 8.6557100903917e-05 TRUE
"14783" "TMEM147" 4.64992e-05 8.6557100903917e-05 TRUE
"893" "GRSF1" 4.707379e-05 8.75975208835341e-05 TRUE
"7331" "FBXO42" 4.707579e-05 8.75975208835341e-05 TRUE
"12282" "FGF17" 4.706978e-05 8.75975208835341e-05 TRUE
"1695" "DUT" 4.773672e-05 8.86888493651147e-05 TRUE
"4706" "DRD4" 4.773672e-05 8.86888493651147e-05 TRUE
"5044" "CHD6" 4.773672e-05 8.86888493651147e-05 TRUE
"6421" "RSAD2" 4.773672e-05 8.86888493651147e-05 TRUE
"7269" "RAB7A" 4.773672e-05 8.86888493651147e-05 TRUE
"7597" "EEF1G" 4.773672e-05 8.86888493651147e-05 TRUE
"8464" "CTSL" 4.773672e-05 8.86888493651147e-05 TRUE
"9744" "SLC24A1" 4.773672e-05 8.86888493651147e-05 TRUE
"9832" "SLIRP" 4.770887e-05 8.86888493651147e-05 TRUE
"10822" "CEP97" 4.773672e-05 8.86888493651147e-05 TRUE
"13735" "MANEAL" 4.773672e-05 8.86888493651147e-05 TRUE
"15890" "PRMT1" 4.773477e-05 8.86888493651147e-05 TRUE
"16162" "CR1L" 4.773672e-05 8.86888493651147e-05 TRUE
"16184" "CD209" 4.773672e-05 8.86888493651147e-05 TRUE
"1843" "PTEN" 4.835207e-05 8.98158932739421e-05 TRUE
"5179" "CDIPT" 4.835412e-05 8.98158932739421e-05 TRUE
"768" "DDX27" 4.836418e-05 8.9824576595034e-05 TRUE
"5692" "CGB7" 4.847702e-05 9.00241253173013e-05 TRUE
"1310" "TNFRSF11B" 4.900343e-05 9.08499735911971e-05 TRUE
"3297" "CCDC108" 4.900343e-05 9.08499735911971e-05 TRUE
"6393" "AGFG2" 4.900343e-05 9.08499735911971e-05 TRUE
"6669" "MCU" 4.900144e-05 9.08499735911971e-05 TRUE
"7373" "AKAP11" 4.900343e-05 9.08499735911971e-05 TRUE
"7722" "ARPC2" 4.900343e-05 9.08499735911971e-05 TRUE
"10921" "SP3" 4.900343e-05 9.08499735911971e-05 TRUE
"11514" "ATP13A3" 4.900343e-05 9.08499735911971e-05 TRUE
"12735" "PSMA6" 4.900343e-05 9.08499735911971e-05 TRUE
"13748" "RHOV" 4.900343e-05 9.08499735911971e-05 TRUE
"13752" "FOXL1" 4.900144e-05 9.08499735911971e-05 TRUE
"13920" "AC062017.1" 4.900343e-05 9.08499735911971e-05 TRUE
"14398" "RGS7" 4.900343e-05 9.08499735911971e-05 TRUE
"15222" "HTR1B" 4.899945e-05 9.08499735911971e-05 TRUE
"16051" "C8orf47" 4.900343e-05 9.08499735911971e-05 TRUE
"5744" "SERGEF" 4.964666e-05 9.20118098666667e-05 TRUE
"11411" "RYR1" 4.964666e-05 9.20118098666667e-05 TRUE
"11946" "SLC26A10" 4.964666e-05 9.20118098666667e-05 TRUE
"6642" "TBC1D10A" 4.966321e-05 9.20118119293569e-05 TRUE
"11258" "H2AFX" 4.966321e-05 9.20118119293569e-05 TRUE
"16677" "UXT" 4.966321e-05 9.20118119293569e-05 TRUE
"9241" "MNX1" 4.981932e-05 9.22907882718792e-05 TRUE
"3087" "TIFA" 5.030196e-05 9.30711805657238e-05 TRUE
"4548" "PKDREJ" 5.029585e-05 9.30711805657238e-05 TRUE
"6255" "MSANTD4" 5.030196e-05 9.30711805657238e-05 TRUE
"8586" "LMNA" 5.030196e-05 9.30711805657238e-05 TRUE
"8977" "BGLAP" 5.030196e-05 9.30711805657238e-05 TRUE
"10192" "GNA12" 5.030196e-05 9.30711805657238e-05 TRUE
"10488" "ITPR3" 5.030196e-05 9.30711805657238e-05 TRUE
"10646" "NDUFA11" 5.030196e-05 9.30711805657238e-05 TRUE
"11127" "MC1R" 5.030196e-05 9.30711805657238e-05 TRUE
"12346" "ELL2" 5.030196e-05 9.30711805657238e-05 TRUE
"15385" "ADRM1" 5.030196e-05 9.30711805657238e-05 TRUE
"12250" "UBL7" 5.096133e-05 9.42807214285714e-05 TRUE
"5728" "PEAR1" 5.101016e-05 9.43605931906399e-05 TRUE
"4167" "DYRK1A" 5.120811e-05 9.47162646706587e-05 TRUE
"1850" "FSBP" 5.163306e-05 9.53436777150448e-05 TRUE
"1939" "AAAS" 5.163306e-05 9.53436777150448e-05 TRUE
"4660" "MYO18A" 5.163306e-05 9.53436777150448e-05 TRUE
"5195" "B3GNT1" 5.163306e-05 9.53436777150448e-05 TRUE
"5559" "LAMTOR5" 5.163306e-05 9.53436777150448e-05 TRUE
"5769" "SOX18" 5.163306e-05 9.53436777150448e-05 TRUE
"6218" "TRIM23" 5.163306e-05 9.53436777150448e-05 TRUE
"6299" "GPR45" 5.162264e-05 9.53436777150448e-05 TRUE
"7727" "C22orf26" 5.162681e-05 9.53436777150448e-05 TRUE
"8759" "FKRP" 5.163306e-05 9.53436777150448e-05 TRUE
"12560" "APOM" 5.163306e-05 9.53436777150448e-05 TRUE
"13564" "CFD" 5.163306e-05 9.53436777150448e-05 TRUE
"14936" "PXMP2" 5.163306e-05 9.53436777150448e-05 TRUE
"15340" "PSMB7" 5.163306e-05 9.53436777150448e-05 TRUE
"15440" "ATP6V0E1" 5.163306e-05 9.53436777150448e-05 TRUE
"12004" "PIGM" 5.169109e-05 9.5440268009741e-05 TRUE
"2368" "G6PC2" 5.176023e-05 9.55573476923077e-05 TRUE
"4669" "PABPC3" 5.230685e-05 9.65558054448871e-05 TRUE
"1515" "PRPF19" 5.238947e-05 9.66548345979427e-05 TRUE
"2634" "TMEM199" 5.238726e-05 9.66548345979427e-05 TRUE
"10626" "WDR37" 5.238947e-05 9.66548345979427e-05 TRUE
"12703" "TOP1" 5.238947e-05 9.66548345979427e-05 TRUE
"16666" "ZDHHC9" 5.238947e-05 9.66548345979427e-05 TRUE
"1433" "PAM16" 5.29975e-05 9.77225624585452e-05 TRUE
"1967" "POM121" 5.29975e-05 9.77225624585452e-05 TRUE
"3185" "CCDC146" 5.29975e-05 9.77225624585452e-05 TRUE
"6434" "C19orf66" 5.29975e-05 9.77225624585452e-05 TRUE
"11096" "HOXA2" 5.299536e-05 9.77225624585452e-05 TRUE
"22" "C10orf111" 5.368599e-05 9.89811333259644e-05 TRUE
"14608" "AL626787.1" 5.380181e-05 9.91837080901857e-05 TRUE
"531" "NCR3LG1" 5.439387e-05 0.000100157425102108 TRUE
"600" "RAVER1" 5.439605e-05 0.000100157425102108 TRUE
"648" "PLK3" 5.439605e-05 0.000100157425102108 TRUE
"2048" "TMEM253" 5.439605e-05 0.000100157425102108 TRUE
"5151" "UQCR10" 5.439605e-05 0.000100157425102108 TRUE
"6856" "INTS2" 5.439605e-05 0.000100157425102108 TRUE
"9316" "TBC1D16" 5.439605e-05 0.000100157425102108 TRUE
"10070" "C1R" 5.439605e-05 0.000100157425102108 TRUE
"10305" "WBP5" 5.439605e-05 0.000100157425102108 TRUE
"11912" "CDK5" 5.439605e-05 0.000100157425102108 TRUE
"12609" "MEI1" 5.439605e-05 0.000100157425102108 TRUE
"682" "CCAR2" 5.452259e-05 0.000100368259706434 TRUE
"15936" "HIST1H2BF" 5.45203e-05 0.000100368259706434 TRUE
"6544" "CHST9" 5.525481e-05 0.000101704947119841 TRUE
"202" "EPO" 5.556858e-05 0.000102271203177756 TRUE
"1040" "SMN1" 5.582729e-05 0.000102683470459808 TRUE
"1693" "ROM1" 5.582952e-05 0.000102683470459808 TRUE
"5005" "SERP2" 5.582952e-05 0.000102683470459808 TRUE
"6769" "MGEA5" 5.582952e-05 0.000102683470459808 TRUE
"10643" "UNC80" 5.582282e-05 0.000102683470459808 TRUE
"11247" "CYP2C8" 5.582729e-05 0.000102683470459808 TRUE
"13845" "HS3ST1" 5.655735e-05 0.000104010650275634 TRUE
"3414" "MED6" 5.674256e-05 0.00010431675309159 TRUE
"7267" "MOK" 5.673783e-05 0.00010431675309159 TRUE
"15337" "PACRGL" 5.67402e-05 0.00010431675309159 TRUE
"507" "METTL16" 5.729873e-05 0.000105176935886431 TRUE
"527" "COMMD5" 5.729416e-05 0.000105176935886431 TRUE
"3541" "PDE6B" 5.729873e-05 0.000105176935886431 TRUE
"4879" "PIGP" 5.729873e-05 0.000105176935886431 TRUE
"6658" "TRPC4" 5.729873e-05 0.000105176935886431 TRUE
"7371" "KIF3C" 5.729873e-05 0.000105176935886431 TRUE
"9859" "BZW1" 5.729873e-05 0.000105176935886431 TRUE
"9961" "SCRN2" 5.729645e-05 0.000105176935886431 TRUE
"12059" "FAM19A5" 5.729873e-05 0.000105176935886431 TRUE
"13302" "MLYCD" 5.729873e-05 0.000105176935886431 TRUE
"13561" "IFNAR1" 5.729873e-05 0.000105176935886431 TRUE
"14338" "FZD2" 5.729873e-05 0.000105176935886431 TRUE
"14575" "CCL17" 5.729873e-05 0.000105176935886431 TRUE
"14893" "LRRC39" 5.729873e-05 0.000105176935886431 TRUE
"138" "KBTBD2" 5.804468e-05 0.000106534469894366 TRUE
"3788" "ANKRD36C" 5.82682e-05 0.000106909424265757 TRUE
"11457" "RPAP1" 5.82682e-05 0.000106909424265757 TRUE
"14879" "AC096677.1" 5.826578e-05 0.000106909424265757 TRUE
"5905" "POMGNT1" 5.866853e-05 0.000107632102991641 TRUE
"3034" "INTS9" 5.880451e-05 0.000107751205844227 TRUE
"4903" "IMMP2L" 5.880451e-05 0.000107751205844227 TRUE
"5363" "SLCO5A1" 5.880451e-05 0.000107751205844227 TRUE
"7157" "MEIS3" 5.880451e-05 0.000107751205844227 TRUE
"7639" "FCN3" 5.880451e-05 0.000107751205844227 TRUE
"7961" "INVS" 5.880451e-05 0.000107751205844227 TRUE
"9809" "FRMPD1" 5.880217e-05 0.000107751205844227 TRUE
"13023" "DMPK" 5.880451e-05 0.000107751205844227 TRUE
"14116" "CHMP4A" 5.880451e-05 0.000107751205844227 TRUE
"15267" "DHTKD1" 5.880451e-05 0.000107751205844227 TRUE
"15957" "CTBP1" 5.879749e-05 0.000107751205844227 TRUE
"1367" "LUZP2" 5.884831e-05 0.000107819618936731 TRUE
"16044" "CCDC9" 5.904306e-05 0.000108164551433278 TRUE
"4201" "TARDBP" 5.956901e-05 0.000109116086843839 TRUE
"3295" "TMCC3" 5.983263e-05 0.00010955085273326 TRUE
"10040" "PRPS1" 5.983015e-05 0.00010955085273326 TRUE
"13056" "GOLT1B" 5.983263e-05 0.00010955085273326 TRUE
"15114" "EXOC3L2" 5.983263e-05 0.00010955085273326 TRUE
"2333" "ZMYM2" 6.027924e-05 0.000110356461771485 TRUE
"2099" "ZNF468" 6.034771e-05 0.000110409104179006 TRUE
"8332" "XKR6" 6.034771e-05 0.000110409104179006 TRUE
"8578" "CLPTM1" 6.034771e-05 0.000110409104179006 TRUE
"10429" "PON2" 6.034771e-05 0.000110409104179006 TRUE
"11054" "SLC29A3" 6.034771e-05 0.000110409104179006 TRUE
"11961" "MTMR12" 6.034771e-05 0.000110409104179006 TRUE
"4575" "C17orf49" 6.062717e-05 0.000110883903026316 TRUE
"11899" "OTOG" 6.061964e-05 0.000110883903026316 TRUE
"14905" "TUBD1" 6.062717e-05 0.000110883903026316 TRUE
"4719" "RAB1A" 6.112635e-05 0.000111756712976765 TRUE
"5477" "OTOGL" 6.113119e-05 0.000111756712976765 TRUE
"11270" "RP11-77K12.7" 6.113119e-05 0.000111756712976765 TRUE
"15268" "TNRC6B" 6.113119e-05 0.000111756712976765 TRUE
"6785" "SNX17" 6.143678e-05 0.000112303067441096 TRUE
"1694" "EXOC1" 6.193176e-05 0.00011309631670681 TRUE
"2302" "TRIM52" 6.192675e-05 0.00011309631670681 TRUE
"3044" "ZNF804A" 6.19292e-05 0.00011309631670681 TRUE
"3519" "CBWD6" 6.19292e-05 0.00011309631670681 TRUE
"5971" "PCDHB6" 6.19292e-05 0.00011309631670681 TRUE
"9268" "WDR86" 6.19292e-05 0.00011309631670681 TRUE
"9413" "CLEC4F" 6.19292e-05 0.00011309631670681 TRUE
"9436" "TRIM16L" 6.193176e-05 0.00011309631670681 TRUE
"14038" "SSR1" 6.192675e-05 0.00011309631670681 TRUE
"6068" "BRIX1" 6.273211e-05 0.000114545330574713 TRUE
"660" "MPDU1" 6.308159e-05 0.000115107857039711 TRUE
"8279" "CDK1" 6.308159e-05 0.000115107857039711 TRUE
"8572" "GPANK1" 6.308159e-05 0.000115107857039711 TRUE
"14053" "LOH12CR1" 6.308159e-05 0.000115107857039711 TRUE
"14155" "THOC7" 6.307899e-05 0.000115107857039711 TRUE
"14676" "ZNF593" 6.308159e-05 0.000115107857039711 TRUE
"2303" "MAF" 6.354988e-05 0.000115886301344703 TRUE
"3874" "CSRNP1" 6.354988e-05 0.000115886301344703 TRUE
"6376" "ASB4" 6.354988e-05 0.000115886301344703 TRUE
"7497" "C21orf2" 6.354988e-05 0.000115886301344703 TRUE
"7540" "COL6A3" 6.354988e-05 0.000115886301344703 TRUE
"12338" "PACS2" 6.354737e-05 0.000115886301344703 TRUE
"14933" "CCDC34" 6.362437e-05 0.000116009454700481 TRUE
"5339" "CCDC130" 6.391691e-05 0.000116530119007542 TRUE
"1135" "GGTLC1" 6.437266e-05 0.000117348193311475 TRUE
"7657" "NPIPA2" 6.448049e-05 0.000117531917080101 TRUE
"5795" "EMG1" 6.44884e-05 0.000117533491258741 TRUE
"4608" "CHIC1" 6.476803e-05 0.000117991561861075 TRUE
"6857" "TERF1" 6.476803e-05 0.000117991561861075 TRUE
"11891" "ACSL5" 6.476803e-05 0.000117991561861075 TRUE
"16013" "PIH1D1" 6.476803e-05 0.000117991561861075 TRUE
"1168" "BET1" 6.520808e-05 0.000118668282260528 TRUE
"1315" "ENKD1" 6.521064e-05 0.000118668282260528 TRUE
"4759" "ZNF18" 6.521064e-05 0.000118668282260528 TRUE
"7275" "EIF2AK4" 6.520808e-05 0.000118668282260528 TRUE
"7655" "EIF4A2" 6.521064e-05 0.000118668282260528 TRUE
"8484" "CDR2L" 6.520808e-05 0.000118668282260528 TRUE
"10844" "FBXL15" 6.521064e-05 0.000118668282260528 TRUE
"12321" "MRPL55" 6.521064e-05 0.000118668282260528 TRUE
"12406" "CYP4A11" 6.521064e-05 0.000118668282260528 TRUE
"14913" "POLR2H" 6.521064e-05 0.000118668282260528 TRUE
"7566" "CTCF" 6.605376e-05 0.000120189453125341 TRUE
"2603" "USP16" 6.649435e-05 0.000120969712553168 TRUE
"11116" "C2orf82" 6.649708e-05 0.000120969712553168 TRUE
"715" "MAPRE1" 6.691243e-05 0.000121605941643059 TRUE
"1529" "A2M" 6.691243e-05 0.000121605941643059 TRUE
"2826" "SULT1C4" 6.691243e-05 0.000121605941643059 TRUE
"3746" "ITGB1BP1" 6.691243e-05 0.000121605941643059 TRUE
"6440" "NAPSA" 6.691243e-05 0.000121605941643059 TRUE
"6513" "PBX4" 6.691243e-05 0.000121605941643059 TRUE
"7038" "CCPG1" 6.691243e-05 0.000121605941643059 TRUE
"11839" "SMAD9" 6.691243e-05 0.000121605941643059 TRUE
"13456" "COLEC11" 6.691243e-05 0.000121605941643059 TRUE
"10182" "PRPSAP2" 6.715047e-05 0.000122025257609761 TRUE
"3409" "UACA" 6.737514e-05 0.000122406854939549 TRUE
"14596" "CBS" 6.737514e-05 0.000122406854939549 TRUE
"1268" "TIMM23B" 6.777635e-05 0.000123108953283241 TRUE
"3718" "C1QTNF4" 6.777635e-05 0.000123108953283241 TRUE
"6210" "C9orf89" 6.826974e-05 0.000123978145149701 TRUE
"6444" "TNFSF11" 6.826695e-05 0.000123978145149701 TRUE
"1826" "MMGT1" 6.86535e-05 0.000124557890928867 TRUE
"2322" "GPR20" 6.864545e-05 0.000124557890928867 TRUE
"3655" "PTP4A1" 6.865619e-05 0.000124557890928867 TRUE
"5271" "AC092811.1" 6.86535e-05 0.000124557890928867 TRUE
"6798" "A4GNT" 6.865619e-05 0.000124557890928867 TRUE
"14118" "CLK1" 6.865619e-05 0.000124557890928867 TRUE
"14526" "PCDHA13" 6.864545e-05 0.000124557890928867 TRUE
"15553" "NAB1" 6.86535e-05 0.000124557890928867 TRUE
"15939" "KLHL11" 6.86535e-05 0.000124557890928867 TRUE
"7178" "MRPS34" 6.916993e-05 0.00012547628411093 TRUE
"8953" "TMEM169" 7.008135e-05 0.000127112336718495 TRUE
"10750" "MICU1" 7.008706e-05 0.000127112336718495 TRUE
"1494" "NEU1" 7.044288e-05 0.000127660499608866 TRUE
"2661" "RDH12" 7.044288e-05 0.000127660499608866 TRUE
"3099" "POMP" 7.044013e-05 0.000127660499608866 TRUE
"6150" "ANKRD17" 7.044013e-05 0.000127660499608866 TRUE
"8168" "PET117" 7.044288e-05 0.000127660499608866 TRUE
"8441" "MCMDC2" 7.044288e-05 0.000127660499608866 TRUE
"14377" "SDK2" 7.044288e-05 0.000127660499608866 TRUE
"2191" "CDK5RAP3" 7.08549e-05 0.000128393235415535 TRUE
"6365" "TIGD1" 7.195008e-05 0.000130321135237268 TRUE
"12662" "ZNF366" 7.195008e-05 0.000130321135237268 TRUE
"12944" "DPF2" 7.195008e-05 0.000130321135237268 TRUE
"15927" "CECR1" 7.195008e-05 0.000130321135237268 TRUE
"733" "ADAM12" 7.227349e-05 0.000130807488411458 TRUE
"2574" "C4orf48" 7.227349e-05 0.000130807488411458 TRUE
"2785" "ITPR1" 7.227349e-05 0.000130807488411458 TRUE
"4584" "SLC8A1" 7.227349e-05 0.000130807488411458 TRUE
"8770" "FAM175B" 7.227069e-05 0.000130807488411458 TRUE
"10030" "SYN3" 7.227349e-05 0.000130807488411458 TRUE
"14290" "INMT" 7.227349e-05 0.000130807488411458 TRUE
"6436" "PSMD13" 7.385987e-05 0.000133664167473147 TRUE
"115" "RXRG" 7.414617e-05 0.000134027541612484 TRUE
"1866" "DECR2" 7.414905e-05 0.000134027541612484 TRUE
"2376" "SIGLEC6" 7.414617e-05 0.000134027541612484 TRUE
"3121" "C12orf10" 7.414905e-05 0.000134027541612484 TRUE
"3574" "ESPN" 7.414905e-05 0.000134027541612484 TRUE
"5474" "NEK5" 7.414905e-05 0.000134027541612484 TRUE
"5919" "PROB1" 7.414905e-05 0.000134027541612484 TRUE
"6352" "DHX15" 7.414905e-05 0.000134027541612484 TRUE
"6499" "ALMS1" 7.414905e-05 0.000134027541612484 TRUE
"7613" "IWS1" 7.414905e-05 0.000134027541612484 TRUE
"10241" "C9orf116" 7.414905e-05 0.000134027541612484 TRUE
"994" "GNG10" 7.475843e-05 0.00013511437993282 TRUE
"9383" "CITED1" 7.510109e-05 0.000135718979544962 TRUE
"887" "ZNF26" 7.581448e-05 0.000136924704114335 TRUE
"1009" "VEZT" 7.581754e-05 0.000136924704114335 TRUE
"2690" "SRP68" 7.581448e-05 0.000136924704114335 TRUE
"4658" "UBE2N" 7.581754e-05 0.000136924704114335 TRUE
"9120" "CXCR1" 7.581754e-05 0.000136924704114335 TRUE
"9767" "PPP6R3" 7.581448e-05 0.000136924704114335 TRUE
"246" "SNPH" 7.606763e-05 0.000137292462756979 TRUE
"1344" "NAPRT1" 7.607056e-05 0.000137292462756979 TRUE
"4939" "PDGFB" 7.607056e-05 0.000137292462756979 TRUE
"5963" "PECR" 7.607056e-05 0.000137292462756979 TRUE
"9872" "DMXL2" 7.607056e-05 0.000137292462756979 TRUE
"13244" "C11orf86" 7.606469e-05 0.000137292462756979 TRUE
"87" "CCDC42" 7.696903e-05 0.000138898996040247 TRUE
"4653" "ASTN1" 7.704294e-05 0.000139017334400692 TRUE
"4822" "FUT5" 7.782107e-05 0.000140381491943333 TRUE
"8104" "AEBP2" 7.782107e-05 0.000140381491943333 TRUE
"15090" "ZNF687" 7.78242e-05 0.000140381491943333 TRUE
"3851" "C21orf59" 7.80391e-05 0.000140662652690728 TRUE
"4397" "NRBF2" 7.80391e-05 0.000140662652690728 TRUE
"6115" "FERMT1" 7.80391e-05 0.000140662652690728 TRUE
"7547" "ESYT2" 7.80361e-05 0.000140662652690728 TRUE
"9315" "PPM1D" 7.80391e-05 0.000140662652690728 TRUE
"14953" "AP000974.1" 7.802107e-05 0.000140662652690728 TRUE
"15017" "CHMP1B" 7.80391e-05 0.000140662652690728 TRUE
"7177" "SPCS3" 7.884309e-05 0.000142096460421394 TRUE
"2245" "SCG5" 7.90383e-05 0.000142432891529819 TRUE
"6539" "PLEKHA1" 7.988101e-05 0.000143904875990928 TRUE
"10506" "CENPN" 7.988101e-05 0.000143904875990928 TRUE
"16419" "NFYC" 7.988101e-05 0.000143904875990928 TRUE
"4075" "AGPAT4" 8.005573e-05 0.000144095130721916 TRUE
"7099" "LGALS7B" 8.004651e-05 0.000144095130721916 TRUE
"8319" "TTC39C" 8.005266e-05 0.000144095130721916 TRUE
"8653" "PHOSPHO1" 8.005573e-05 0.000144095130721916 TRUE
"9154" "SERF1A" 8.005573e-05 0.000144095130721916 TRUE
"10432" "HDAC1" 8.005266e-05 0.000144095130721916 TRUE
"13358" "METTL3" 8.005573e-05 0.000144095130721916 TRUE
"14036" "ZNF287" 8.005573e-05 0.000144095130721916 TRUE
"9" "PDZD9" 8.106999e-05 0.000145884701488673 TRUE
"435" "SOS1" 8.107621e-05 0.000145884701488673 TRUE
"9907" "ADAMTS18" 8.107621e-05 0.000145884701488673 TRUE
"1873" "AC120194.1" 8.212156e-05 0.000147463410571644 TRUE
"2216" "EGFL7" 8.212156e-05 0.000147463410571644 TRUE
"5385" "SLC3A1" 8.212156e-05 0.000147463410571644 TRUE
"6008" "G0S2" 8.212156e-05 0.000147463410571644 TRUE
"9960" "WNT3A" 8.206703e-05 0.000147463410571644 TRUE
"10531" "ACSS3" 8.212156e-05 0.000147463410571644 TRUE
"10809" "TNIP2" 8.198912e-05 0.000147463410571644 TRUE
"10884" "GAS7" 8.212156e-05 0.000147463410571644 TRUE
"10925" "PPARGC1B" 8.212156e-05 0.000147463410571644 TRUE
"11318" "N6AMT2" 8.212156e-05 0.000147463410571644 TRUE
"11629" "RASGRP2" 8.212156e-05 0.000147463410571644 TRUE
"12988" "NEFM" 8.212156e-05 0.000147463410571644 TRUE
"13419" "DUSP16" 8.211841e-05 0.000147463410571644 TRUE
"13420" "RCN3" 8.212156e-05 0.000147463410571644 TRUE
"13640" "VIPR1" 8.212156e-05 0.000147463410571644 TRUE
"14414" "HOMER3" 8.212156e-05 0.000147463410571644 TRUE
"15608" "MATN1" 8.211841e-05 0.000147463410571644 TRUE
"15658" "FXYD6" 8.212156e-05 0.000147463410571644 TRUE
"16473" "ACADL" 8.211841e-05 0.000147463410571644 TRUE
"12353" "ZNF438" 8.317009e-05 0.000149330150828848 TRUE
"74" "DNAH1" 8.414975e-05 0.000151007835395374 TRUE
"157" "ZNF586" 8.414975e-05 0.000151007835395374 TRUE
"5712" "LPAR3" 8.413296e-05 0.000151007835395374 TRUE
"12216" "CXXC5" 8.414975e-05 0.000151007835395374 TRUE
"15456" "GJC3" 8.414975e-05 0.000151007835395374 TRUE
"2897" "NR2F1" 8.423769e-05 0.000151035651854241 TRUE
"3646" "PARN" 8.423769e-05 0.000151035651854241 TRUE
"4144" "RASGEF1A" 8.423769e-05 0.000151035651854241 TRUE
"7689" "ZSWIM4" 8.423769e-05 0.000151035651854241 TRUE
"10780" "HIST1H2BC" 8.423769e-05 0.000151035651854241 TRUE
"12389" "ZNF613" 8.423769e-05 0.000151035651854241 TRUE
"12704" "PABPC5" 8.423769e-05 0.000151035651854241 TRUE
"13925" "EPS8L3" 8.423769e-05 0.000151035651854241 TRUE
"4785" "RUSC1" 8.428623e-05 0.000151106439853826 TRUE
"13137" "FAM27A" 8.531173e-05 0.000152928496120365 TRUE
"1442" "PNPLA3" 8.640529e-05 0.000154772362242268 TRUE
"1656" "TUBGCP3" 8.636067e-05 0.000154772362242268 TRUE
"1893" "KCND1" 8.640529e-05 0.000154772362242268 TRUE
"9743" "ZNF106" 8.640529e-05 0.000154772362242268 TRUE
"12037" "CYP4F12" 8.640529e-05 0.000154772362242268 TRUE
"12415" "EHMT2" 8.640529e-05 0.000154772362242268 TRUE
"15538" "KIAA1033" 8.636067e-05 0.000154772362242268 TRUE
"3134" "TAF5L" 8.748487e-05 0.000156689319402985 TRUE
"1639" "USP6NL" 8.862215e-05 0.00015850816043744 TRUE
"2111" "PRR5" 8.863343e-05 0.00015850816043744 TRUE
"6193" "LARP1" 8.862551e-05 0.00015850816043744 TRUE
